concepto_turistico,total_nacional,comunidades_y_ciudades_autonomas,residencia_del_viajero,periodo,total
Número de noches ocupadas,Total Nacional,07 Castilla y León,Residentes en el Extranjero,2018-07-01,15000.0
Número de noches ocupadas,Total Nacional,07 Castilla y León,Residentes en el Extranjero,2018-06-01,10000.0
Número de noches ocupadas,Total Nacional,07 Castilla y León,Residentes en el Extranjero,2018-05-01,10000.0
Número de noches ocupadas,Total Nacional,07 Castilla y León,Residentes en el Extranjero,2018-04-01,7000.0
Número de noches ocupadas,Total Nacional,07 Castilla y León,Residentes en el Extranjero,2018-03-01,5000.0
Número de noches ocupadas,Total Nacional,07 Castilla y León,Residentes en el Extranjero,2018-02-01,5000.0
Número de noches ocupadas,Total Nacional,07 Castilla y León,Residentes en el Extranjero,2018-01-01,4000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2023-09-01,
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2023-08-01,
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2023-07-01,
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2023-06-01,24000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2023-05-01,22000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2023-04-01,32000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2023-03-01,19000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2023-02-01,16000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2023-01-01,15000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2022-12-01,29000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2022-11-01,20000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2022-10-01,31000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2022-09-01,30000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2022-08-01,40000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2022-07-01,32000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2022-06-01,26000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2022-05-01,24000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2022-04-01,32000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2022-03-01,18000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2022-02-01,18000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2022-01-01,15000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2021-12-01,21000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2021-11-01,16000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2021-10-01,27000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2021-09-01,22000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2021-08-01,36000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2021-07-01,25000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2021-06-01,16000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2021-05-01,12000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2021-04-01,9000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2021-03-01,9000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2021-02-01,5000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2021-01-01,4000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2020-12-01,7000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2020-11-01,5000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2020-10-01,11000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2020-09-01,12000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2020-08-01,24000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2020-07-01,17000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2020-06-01,5000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2020-05-01,2000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2020-04-01,
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2020-03-01,6000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2020-02-01,16000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2020-01-01,13000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2019-12-01,20000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2019-11-01,16000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2019-10-01,22000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2019-09-01,20000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2019-08-01,28000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2019-07-01,20000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2019-06-01,18000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2019-05-01,18000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2019-04-01,21000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2019-03-01,15000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2019-02-01,12000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2019-01-01,10000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2018-12-01,15000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2018-11-01,13000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2018-10-01,17000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2018-09-01,16000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2018-08-01,21000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2018-07-01,16000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2018-06-01,14000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2018-05-01,12000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2018-04-01,15000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2018-03-01,13000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2018-02-01,8000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Total ,2018-01-01,7000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2023-09-01,
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2023-08-01,
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2023-07-01,
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2023-06-01,19000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2023-05-01,15000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2023-04-01,26000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2023-03-01,15000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2023-02-01,14000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2023-01-01,12000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2022-12-01,25000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2022-11-01,16000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2022-10-01,25000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2022-09-01,24000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2022-08-01,33000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2022-07-01,25000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2022-06-01,20000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2022-05-01,18000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2022-04-01,27000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2022-03-01,14000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2022-02-01,16000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2022-01-01,12000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2021-12-01,18000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2021-11-01,13000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2021-10-01,23000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2021-09-01,19000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2021-08-01,33000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2021-07-01,21000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2021-06-01,15000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2021-05-01,11000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2021-04-01,8000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2021-03-01,8000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2021-02-01,4000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2021-01-01,4000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2020-12-01,6000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2020-11-01,4000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2020-10-01,10000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2020-09-01,11000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2020-08-01,22000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2020-07-01,16000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2020-06-01,5000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2020-05-01,1000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2020-04-01,
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2020-03-01,4000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2020-02-01,14000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2020-01-01,10000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2019-12-01,17000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2019-11-01,13000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2019-10-01,15000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2019-09-01,14000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2019-08-01,21000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2019-07-01,13000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2019-06-01,12000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2019-05-01,12000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2019-04-01,16000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2019-03-01,12000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2019-02-01,9000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2019-01-01,7000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2018-12-01,13000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2018-11-01,10000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2018-10-01,12000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2018-09-01,11000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2018-08-01,16000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2018-07-01,10000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2018-06-01,9000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2018-05-01,7000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2018-04-01,11000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2018-03-01,11000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2018-02-01,6000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en España,2018-01-01,5000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2023-09-01,
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2023-08-01,
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2023-07-01,
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2023-06-01,6000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2023-05-01,7000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2023-04-01,6000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2023-03-01,4000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2023-02-01,3000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2023-01-01,3000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2022-12-01,3000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2022-11-01,4000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2022-10-01,7000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2022-09-01,7000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2022-08-01,8000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2022-07-01,7000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2022-06-01,6000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2022-05-01,6000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2022-04-01,5000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2022-03-01,4000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2022-02-01,3000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2022-01-01,3000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2021-12-01,3000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2021-11-01,3000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2021-10-01,4000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2021-09-01,4000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2021-08-01,4000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2021-07-01,3000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2021-06-01,2000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2021-05-01,
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2021-04-01,
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2021-03-01,
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2021-02-01,
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2021-01-01,
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2020-12-01,
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2020-11-01,
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2020-10-01,
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2020-09-01,
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2020-08-01,2000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2020-07-01,1000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2020-06-01,
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2020-05-01,
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2020-04-01,
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2020-03-01,2000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2020-02-01,3000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2020-01-01,4000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2019-12-01,3000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2019-11-01,3000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2019-10-01,6000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2019-09-01,6000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2019-08-01,7000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2019-07-01,7000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2019-06-01,6000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2019-05-01,6000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2019-04-01,5000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2019-03-01,3000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2019-02-01,3000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2019-01-01,3000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2018-12-01,2000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2018-11-01,2000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2018-10-01,5000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2018-09-01,5000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2018-08-01,5000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2018-07-01,6000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2018-06-01,5000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2018-05-01,5000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2018-04-01,4000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2018-03-01,2000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2018-02-01,2000.0
Número de noches ocupadas,Total Nacional,08 Castilla - La Mancha,Residentes en el Extranjero,2018-01-01,2000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2023-09-01,
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2023-08-01,
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2023-07-01,
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2023-06-01,567000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2023-05-01,492000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2023-04-01,500000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2023-03-01,349000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2023-02-01,323000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2023-01-01,280000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2022-12-01,334000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2022-11-01,317000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2022-10-01,493000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2022-09-01,574000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2022-08-01,972000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2022-07-01,900000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2022-06-01,608000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2022-05-01,456000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2022-04-01,449000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2022-03-01,284000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2022-02-01,267000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2022-01-01,212000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2021-12-01,261000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2021-11-01,236000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2021-10-01,351000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2021-09-01,372000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2021-08-01,746000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2021-07-01,569000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2021-06-01,284000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2021-05-01,182000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2021-04-01,141000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2021-03-01,123000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2021-02-01,75000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2021-01-01,80000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2020-12-01,97000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2020-11-01,74000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2020-10-01,131000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2020-09-01,195000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2020-08-01,502000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2020-07-01,362000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2020-06-01,95000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2020-05-01,37000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2020-04-01,33000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2020-03-01,166000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2020-02-01,316000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2020-01-01,276000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2019-12-01,317000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2019-11-01,311000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2019-10-01,513000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2019-09-01,644000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2019-08-01,1032000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2019-07-01,875000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2019-06-01,663000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2019-05-01,486000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2019-04-01,486000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2019-03-01,339000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2019-02-01,287000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2019-01-01,237000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2018-12-01,283000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2018-11-01,279000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2018-10-01,471000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2018-09-01,586000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2018-08-01,959000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2018-07-01,857000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2018-06-01,593000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2018-05-01,492000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2018-04-01,423000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2018-03-01,345000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2018-02-01,262000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Total ,2018-01-01,207000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2023-09-01,
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2023-08-01,
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2023-07-01,
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2023-06-01,120000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2023-05-01,68000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2023-04-01,115000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2023-03-01,66000.0
